MO,Day,YR,Datetime,DBT,Rhum,Consumed Industrial,Total Consumed,Consumed Residential,Consumed Commercial,Datacenter Contribution (MW),Datacenter Total (MW),Datacenter Cooling (MW),Datacenter Water Gallons
24,24,48528,1/1/20221/1/20221/1/20221/1/20221/1/20221/1/20221/1/20221/1/20221/1/20221/1/20221/1/20221/1/20221/1/20221/1/20221/1/20221/1/20221/1/20221/1/20221/1/20221/1/20221/1/20221/1/20221/1/20221/1/2022,1728,1948.18687308,74890.717816,267848.250803,79945.359331,113012.17366,287637.05918728287,19788.808384282875,464.00838428287545,6860829.34499007
24,48,48528,1/2/20221/2/20221/2/20221/2/20221/2/20221/2/20221/2/20221/2/20221/2/20221/2/20221/2/20221/2/20221/2/20221/2/20221/2/20221/2/20221/2/20221/2/20221/2/20221/2/20221/2/20221/2/20221/2/20221/2/2022,1499,2136.56525792,56765.922103,267010.02115,84972.356819,125271.742225,286661.4873552119,19651.466205211906,326.6662052119064,6380131.718241677
24,72,48528,1/3/20221/3/20221/3/20221/3/20221/3/20221/3/20221/3/20221/3/20221/3/20221/3/20221/3/20221/3/20221/3/20221/3/20221/3/20221/3/20221/3/20221/3/20221/3/20221/3/20221/3/20221/3/20221/3/20221/3/2022,881,1972.6777116399999,90799.438167,337913.81616,139771.110955,107343.267031,357452.53830356745,19538.722143567466,213.92214356746746,5985527.502486139
24,96,48528,1/4/20221/4/20221/4/20221/4/20221/4/20221/4/20221/4/20221/4/20221/4/20221/4/20221/4/20221/4/20221/4/20221/4/20221/4/20221/4/20221/4/20221/4/20221/4/20221/4/20221/4/20221/4/20221/4/20221/4/2022,947,1633.46252371,92245.259094,371705.04961,155426.53168000001,124033.258824,391241.4434702566,19536.393860256554,211.5938602565541,5977378.510897942
24,120,48528,1/5/20221/5/20221/5/20221/5/20221/5/20221/5/20221/5/20221/5/20221/5/20221/5/20221/5/20221/5/20221/5/20221/5/20221/5/20221/5/20221/5/20221/5/20221/5/20221/5/20221/5/20221/5/20221/5/20221/5/2022,1142,1828.74986245,67957.5295188,340005.18301,139752.461846,132295.191644,359565.33267605084,19560.149666050835,235.34966605083778,6060523.831177935
24,144,48528,1/6/20221/6/20221/6/20221/6/20221/6/20221/6/20221/6/20221/6/20221/6/20221/6/20221/6/20221/6/20221/6/20221/6/20221/6/20221/6/20221/6/20221/6/20221/6/20221/6/20221/6/20221/6/20221/6/20221/6/2022,1121,2054.81157532,78748.33699,350587.63005,139936.130359,131903.162684,370148.8237220842,19561.193672084217,236.3936720842184,6064177.852294767
24,168,48528,1/7/20221/7/20221/7/20221/7/20221/7/20221/7/20221/7/20221/7/20221/7/20221/7/20221/7/20221/7/20221/7/20221/7/20221/7/20221/7/20221/7/20221/7/20221/7/20221/7/20221/7/20221/7/20221/7/20221/7/2022,778,1512.66657252,114639.883573,384858.53026,157728.121208,112490.525471,404392.9778098584,19534.447549858374,209.6475498583756,5970566.424504317
24,192,48528,1/8/20221/8/20221/8/20221/8/20221/8/20221/8/20221/8/20221/8/20221/8/20221/8/20221/8/20221/8/20221/8/20221/8/20221/8/20221/8/20221/8/20221/8/20221/8/20221/8/20221/8/20221/8/20221/8/20221/8/2022,944,1314.01789322,64607.414251,363590.12362,159743.829158,139238.880209,383125.9909767905,19535.867356790503,211.06735679050232,5975535.74876676
24,216,48528,1/9/20221/9/20221/9/20221/9/20221/9/20221/9/20221/9/20221/9/20221/9/20221/9/20221/9/20221/9/20221/9/20221/9/20221/9/20221/9/20221/9/20221/9/20221/9/20221/9/20221/9/20221/9/20221/9/20221/9/2022,1197,1964.76435315,41807.3114978,314121.19187,128735.318307,143578.562059,333691.96929062315,19570.77742062313,245.97742062312983,6097720.972180957
24,240,48528,1/10/20221/10/20221/10/20221/10/20221/10/20221/10/20221/10/20221/10/20221/10/20221/10/20221/10/20221/10/20221/10/20221/10/20221/10/20221/10/20221/10/20221/10/20221/10/20221/10/20221/10/20221/10/20221/10/20221/10/2022,1015,1215.14848582,78189.662909,347325.65387,145483.855948,123652.135052,366863.80601979623,19538.152149796217,213.35214979621955,5983532.524286771
24,264,48528,1/11/20221/11/20221/11/20221/11/20221/11/20221/11/20221/11/20221/11/20221/11/20221/11/20221/11/20221/11/20221/11/20221/11/20221/11/20221/11/20221/11/20221/11/20221/11/20221/11/20221/11/20221/11/20221/11/20221/11/2022,971,1001.98812448,92676.714042,385072.318,161008.714706,131386.889274,404607.70578394353,19535.387783943523,210.58778394352248,5973857.243802331
24,288,48528,1/12/20221/12/20221/12/20221/12/20221/12/20221/12/20221/12/20221/12/20221/12/20221/12/20221/12/20221/12/20221/12/20221/12/20221/12/20221/12/20221/12/20221/12/20221/12/20221/12/20221/12/20221/12/20221/12/20221/12/2022,1051,1147.75735724,85610.20849599999,380495.68557,157224.628738,137660.848326,400032.57704351464,19536.891473514668,212.0914735146717,5979120.157301353
24,312,48528,1/13/20221/13/20221/13/20221/13/20221/13/20221/13/20221/13/20221/13/20221/13/20221/13/20221/13/20221/13/20221/13/20221/13/20221/13/20221/13/20221/13/20221/13/20221/13/20221/13/20221/13/20221/13/20221/13/20221/13/2022,1138,1392.61861473,80867.3407215,359771.46932,143743.907594,135160.221008,379316.67455973104,19545.205239731014,220.40523973101617,6008218.339058559
24,336,48528,1/14/20221/14/20221/14/20221/14/20221/14/20221/14/20221/14/20221/14/20221/14/20221/14/20221/14/20221/14/20221/14/20221/14/20221/14/20221/14/20221/14/20221/14/20221/14/20221/14/20221/14/20221/14/20221/14/20221/14/2022,1091,1610.47402568,72198.694516,349696.80245,145452.327326,132045.780643,369236.294531152,19539.492081151995,214.69208115199814,5988222.2840319965
24,360,48528,1/15/20221/15/20221/15/20221/15/20221/15/20221/15/20221/15/20221/15/20221/15/20221/15/20221/15/20221/15/20221/15/20221/15/20221/15/20221/15/20221/15/20221/15/20221/15/20221/15/20221/15/20221/15/20221/15/20221/15/2022,1029,1714.28485305,43810.138495,342381.01929,152831.641199,145739.239591,361919.22007139085,19538.200781390853,213.40078139085486,5983702.734867995
24,384,48528,1/16/20221/16/20221/16/20221/16/20221/16/20221/16/20221/16/20221/16/20221/16/20221/16/20221/16/20221/16/20221/16/20221/16/20221/16/20221/16/20221/16/20221/16/20221/16/20221/16/20221/16/20221/16/20221/16/20221/16/2022,840,2202.77096684,79837.103511,363463.42943,156526.769174,127099.556728,382999.32003388397,19535.890603883974,211.090603883974,5975617.113593912
24,408,48528,1/17/20221/17/20221/17/20221/17/20221/17/20221/17/20221/17/20221/17/20221/17/20221/17/20221/17/20221/17/20221/17/20221/17/20221/17/20221/17/20221/17/20221/17/20221/17/20221/17/20221/17/20221/17/20221/17/20221/17/2022,840,1898.19081429,111953.30212000001,398433.47241,164440.127472,122040.042818,417968.5230088274,19535.05059882739,210.2505988273914,5972677.095895872
24,432,48528,1/18/20221/18/20221/18/20221/18/20221/18/20221/18/20221/18/20221/18/20221/18/20221/18/20221/18/20221/18/20221/18/20221/18/20221/18/20221/18/20221/18/20221/18/20221/18/20221/18/20221/18/20221/18/20221/18/20221/18/2022,994,1491.56230057,96940.063641,394939.80783,162897.870936,135101.873263,414476.7678160854,19536.95998608543,212.15998608542986,5979359.951299007
24,456,48528,1/19/20221/19/20221/19/20221/19/20221/19/20221/19/20221/19/20221/19/20221/19/20221/19/20221/19/20221/19/20221/19/20221/19/20221/19/20221/19/20221/19/20221/19/20221/19/20221/19/20221/19/20221/19/20221/19/20221/19/2022,1203,1285.82819632,86652.1743271,365554.35773,139148.920951,139753.262451,385112.28477025806,19557.92704025809,233.1270402580929,6052744.640903328
24,480,48528,1/20/20221/20/20221/20/20221/20/20221/20/20221/20/20221/20/20221/20/20221/20/20221/20/20221/20/20221/20/20221/20/20221/20/20221/20/20221/20/20221/20/20221/20/20221/20/20221/20/20221/20/20221/20/20221/20/20221/20/2022,1041,2054.27231894,79350.318268,355471.31319,143625.652462,132495.34247899998,375029.03159775265,19557.718407752673,232.91840775267482,6052014.427134365
24,504,48528,1/21/20221/21/20221/21/20221/21/20221/21/20221/21/20221/21/20221/21/20221/21/20221/21/20221/21/20221/21/20221/21/20221/21/20221/21/20221/21/20221/21/20221/21/20221/21/20221/21/20221/21/20221/21/20221/21/20221/21/2022,786,2171.92139947,120582.17537900001,407510.88686,167489.26801200002,119439.443484,427045.7936330216,19534.90677302157,210.10677302157134,5972173.7055755025
24,528,48528,1/22/20221/22/20221/22/20221/22/20221/22/20221/22/20221/22/20221/22/20221/22/20221/22/20221/22/20221/22/20221/22/20221/22/20221/22/20221/22/20221/22/20221/22/20221/22/20221/22/20221/22/20221/22/20221/22/20221/22/2022,858,1806.54313853,83883.048994,394998.73263,171299.257894,139816.425742,414533.88943422085,19535.15680422087,210.35680422087103,5973048.814773051
24,552,48528,1/23/20221/23/20221/23/20221/23/20221/23/20221/23/20221/23/20221/23/20221/23/20221/23/20221/23/20221/23/20221/23/20221/23/20221/23/20221/23/20221/23/20221/23/20221/23/20221/23/20221/23/20221/23/20221/23/20221/23/2022,892,1483.14152932,76713.14211,386824.64766,168879.939354,141231.566215,406361.3171374467,19536.669477446707,211.86947744670707,5978343.171063477
24,576,48528,1/24/20221/24/20221/24/20221/24/20221/24/20221/24/20221/24/20221/24/20221/24/20221/24/20221/24/20221/24/20221/24/20221/24/20221/24/20221/24/20221/24/20221/24/20221/24/20221/24/20221/24/20221/24/20221/24/20221/24/2022,1085,1310.97625556,93418.824349,381085.80917,151889.118951,135777.865874,400627.9194271413,19542.11025714133,217.3102571413312,5997385.899994662
24,600,48528,1/25/20221/25/20221/25/20221/25/20221/25/20221/25/20221/25/20221/25/20221/25/20221/25/20221/25/20221/25/20221/25/20221/25/20221/25/20221/25/20221/25/20221/25/20221/25/20221/25/20221/25/20221/25/20221/25/20221/25/2022,1225,1433.76194038,69883.665011,350283.21907,137510.494825,142889.05925,369846.2918754387,19563.072805438685,238.27280543868744,6070754.819035409
24,624,48528,1/26/20221/26/20221/26/20221/26/20221/26/20221/26/20221/26/20221/26/20221/26/20221/26/20221/26/20221/26/20221/26/20221/26/20221/26/20221/26/20221/26/20221/26/20221/26/20221/26/20221/26/20221/26/20221/26/20221/26/2022,940,1324.8332172,93130.55188300001,368541.92389,152893.878041,122517.493977,388077.4469686493,19535.52307864925,210.72307864925045,5974330.775272379
24,648,48528,1/27/20221/27/20221/27/20221/27/20221/27/20221/27/20221/27/20221/27/20221/27/20221/27/20221/27/20221/27/20221/27/20221/27/20221/27/20221/27/20221/27/20221/27/20221/27/20221/27/20221/27/20221/27/20221/27/20221/27/2022,1010,1238.91984826,89258.115981,385306.56675,160788.348012,135260.102765,404842.9773158137,19536.410565813727,211.61056581372793,5977436.980348051
24,672,48528,1/28/20221/28/20221/28/20221/28/20221/28/20221/28/20221/28/20221/28/20221/28/20221/28/20221/28/20221/28/20221/28/20221/28/20221/28/20221/28/20221/28/20221/28/20221/28/20221/28/20221/28/20221/28/20221/28/20221/28/2022,974,1356.3696297,93126.038045,394710.59309,164095.962268,137488.592784,414246.67159562465,19536.078505624653,211.27850562465483,5976274.769686295
24,696,48528,1/29/20221/29/20221/29/20221/29/20221/29/20221/29/20221/29/20221/29/20221/29/20221/29/20221/29/20221/29/20221/29/20221/29/20221/29/20221/29/20221/29/20221/29/20221/29/20221/29/20221/29/20221/29/20221/29/20221/29/2022,722,1150.49698254,108113.354142,413570.3524,175483.592484,129973.40577,433115.1428368039,19544.790436803924,219.99043680392484,6006766.528813739
24,720,48528,1/30/20221/30/20221/30/20221/30/20221/30/20221/30/20221/30/20221/30/20221/30/20221/30/20221/30/20221/30/20221/30/20221/30/20221/30/20221/30/20221/30/20221/30/20221/30/20221/30/20221/30/20221/30/20221/30/20221/30/2022,992,972.55797206,70031.7025471,388256.56035,166761.185413,151463.672406,407799.95279530605,19543.392445306046,218.59244530604792,6001873.55857117
24,744,48528,1/31/20221/31/20221/31/20221/31/20221/31/20221/31/20221/31/20221/31/20221/31/20221/31/20221/31/20221/31/20221/31/20221/31/20221/31/20221/31/20221/31/20221/31/20221/31/20221/31/20221/31/20221/31/20221/31/20221/31/2022,1195,957.23278198,70156.7206634,375635.45934,152059.378614,153419.360055,395174.41002360464,19538.950683604653,214.15068360465418,5986327.392616292
48,24,48528,2/1/20222/1/20222/1/20222/1/20222/1/20222/1/20222/1/20222/1/20222/1/20222/1/20222/1/20222/1/20222/1/20222/1/20222/1/20222/1/20222/1/20222/1/20222/1/20222/1/20222/1/20222/1/20222/1/20222/1/2022,1147,1180.36024985,80809.2575927,367819.84501,146704.911204,140305.676223,387361.0992808638,19541.254270863803,216.45427086380593,5994389.948023323
48,48,48528,2/2/20222/2/20222/2/20222/2/20222/2/20222/2/20222/2/20222/2/20222/2/20222/2/20222/2/20222/2/20222/2/20222/2/20222/2/20222/2/20222/2/20222/2/20222/2/20222/2/20222/2/20222/2/20222/2/20222/2/2022,1153,1640.12533564,65909.127866,343728.54489,141178.521447,136640.895557,363283.06284679985,19554.517956799842,229.71795679984453,6040812.848799459
48,72,48528,2/3/20222/3/20222/3/20222/3/20222/3/20222/3/20222/3/20222/3/20222/3/20222/3/20222/3/20222/3/20222/3/20222/3/20222/3/20222/3/20222/3/20222/3/20222/3/20222/3/20222/3/20222/3/20222/3/20222/3/2022,1361,2202.1083574,80433.577666,323598.78801,110855.970174,132309.24014,343203.768960565,19604.980950564957,280.1809505649579,6217433.326977356
48,96,48528,2/4/20222/4/20222/4/20222/4/20222/4/20222/4/20222/4/20222/4/20222/4/20222/4/20222/4/20222/4/20222/4/20222/4/20222/4/20222/4/20222/4/20222/4/20222/4/20222/4/20222/4/20222/4/20222/4/20222/4/2022,1146,2187.06633585,83536.238548,327475.36226,121197.791783,122741.331925,347043.0114807339,19567.649220733914,242.8492207339162,6086772.272568709
48,120,48528,2/5/20222/5/20222/5/20222/5/20222/5/20222/5/20222/5/20222/5/20222/5/20222/5/20222/5/20222/5/20222/5/20222/5/20222/5/20222/5/20222/5/20222/5/20222/5/20222/5/20222/5/20222/5/20222/5/20222/5/2022,848,1402.57797009,77858.318063,360135.0889,156195.261461,126081.509391,379669.47978911153,19534.390889111506,209.5908891115073,5970368.111890278
48,144,48528,2/6/20222/6/20222/6/20222/6/20222/6/20222/6/20222/6/20222/6/20222/6/20222/6/20222/6/20222/6/20222/6/20222/6/20222/6/20222/6/20222/6/20222/6/20222/6/20222/6/20222/6/20222/6/20222/6/20222/6/2022,966,1224.3723432699999,59058.925372,361063.29171,160241.594207,141762.772167,380599.09944226744,19535.807732267418,211.00773226741794,5975327.062935965
48,168,48528,2/7/20222/7/20222/7/20222/7/20222/7/20222/7/20222/7/20222/7/20222/7/20222/7/20222/7/20222/7/20222/7/20222/7/20222/7/20222/7/20222/7/20222/7/20222/7/20222/7/20222/7/20222/7/20222/7/20222/7/2022,1081,1339.7836137900001,75505.972788,376177.51237,158543.996443,142127.543152,395715.5494450311,19538.037075031098,213.23707503110066,5983129.762608855
48,192,48528,2/8/20222/8/20222/8/20222/8/20222/8/20222/8/20222/8/20222/8/20222/8/20222/8/20222/8/20222/8/20222/8/20222/8/20222/8/20222/8/20222/8/20222/8/20222/8/20222/8/20222/8/20222/8/20222/8/20222/8/2022,1079,1238.52664373,81285.006498,373746.31073,154315.324977,138145.979251,393283.9082307812,19537.597500781187,212.79750078118803,5981591.252734161
48,216,48528,2/9/20222/9/20222/9/20222/9/20222/9/20222/9/20222/9/20222/9/20222/9/20222/9/20222/9/20222/9/20222/9/20222/9/20222/9/20222/9/20222/9/20222/9/20222/9/20222/9/20222/9/20222/9/20222/9/20222/9/2022,1158,1197.78650443,91055.4772425,372540.52313,143964.267951,137520.777932,392085.7613728275,19545.238242827538,220.4382428275391,6008333.849896389
48,240,48528,2/10/20222/10/20222/10/20222/10/20222/10/20222/10/20222/10/20222/10/20222/10/20222/10/20222/10/20222/10/20222/10/20222/10/20222/10/20222/10/20222/10/20222/10/20222/10/20222/10/20222/10/20222/10/20222/10/20222/10/2022,1282,1023.78918991,81909.7093434,349712.06625000003,128834.448405,138967.908498,369272.3066831998,19560.240433199786,235.44043319978806,6060841.516199261
48,264,48528,2/11/20222/11/20222/11/20222/11/20222/11/20222/11/20222/11/20222/11/20222/11/20222/11/20222/11/20222/11/20222/11/20222/11/20222/11/20222/11/20222/11/20222/11/20222/11/20222/11/20222/11/20222/11/20222/11/20222/11/2022,1366,966.32507444,78798.64394,332011.16788,115907.819444,137304.704493,351582.1537340968,19570.98585409677,246.18585409676928,6098450.489338696
48,288,48528,2/12/20222/12/20222/12/20222/12/20222/12/20222/12/20222/12/20222/12/20222/12/20222/12/20222/12/20222/12/20222/12/20222/12/20222/12/20222/12/20222/12/20222/12/20222/12/20222/12/20222/12/20222/12/20222/12/20222/12/2022,1347,1356.42970099,41202.6943373,301618.65148,112196.341463,148219.615652,321194.2122176267,19575.560737626663,250.76073762666377,6114462.581693326
48,312,48528,2/13/20222/13/20222/13/20222/13/20222/13/20222/13/20222/13/20222/13/20222/13/20222/13/20222/13/20222/13/20222/13/20222/13/20222/13/20222/13/20222/13/20222/13/20222/13/20222/13/20222/13/20222/13/20222/13/20222/13/2022,995,1135.83883028,46625.597463,317680.61766,141730.259579,129324.760605,337216.46341854887,19535.84575854885,211.04575854885076,5975460.15492098
48,336,48528,2/14/20222/14/20222/14/20222/14/20222/14/20222/14/20222/14/20222/14/20222/14/20222/14/20222/14/20222/14/20222/14/20222/14/20222/14/20222/14/20222/14/20222/14/20222/14/20222/14/20222/14/20222/14/20222/14/20222/14/2022,1037,1050.01013935,89892.189837,371880.76807,151803.566359,130185.011891,391417.44123844896,19536.67316844894,211.87316844894025,5978356.089571293
48,360,48528,2/15/20222/15/20222/15/20222/15/20222/15/20222/15/20222/15/20222/15/20222/15/20222/15/20222/15/20222/15/20222/15/20222/15/20222/15/20222/15/20222/15/20222/15/20222/15/20222/15/20222/15/20222/15/20222/15/20222/15/2022,1198,1086.00961559,84296.8946886,360621.18617,138665.468834,137658.822663,380169.00456823147,19547.818398231437,223.01839823144036,6017364.393810044
48,384,48528,2/16/20222/16/20222/16/20222/16/20222/16/20222/16/20222/16/20222/16/20222/16/20222/16/20222/16/20222/16/20222/16/20222/16/20222/16/20222/16/20222/16/20222/16/20222/16/20222/16/20222/16/20222/16/20222/16/20222/16/2022,1363,1488.48301872,80337.243367,326100.47122,114729.130986,131034.09683,345681.094502969,19580.623282969016,255.82328296901676,6132181.490391562
48,408,48528,2/17/20222/17/20222/17/20222/17/20222/17/20222/17/20222/17/20222/17/20222/17/20222/17/20222/17/20222/17/20222/17/20222/17/20222/17/20222/17/20222/17/20222/17/20222/17/20222/17/20222/17/20222/17/20222/17/20222/17/2022,1508,1959.5142841699999,89714.609584,303654.75369,93062.196799,120877.947309,323297.72275954427,19642.96906954428,318.16906954428373,6350391.7434049975
48,432,48528,2/18/20222/18/20222/18/20222/18/20222/18/20222/18/20222/18/20222/18/20222/18/20222/18/20222/18/20222/18/20222/18/20222/18/20222/18/20222/18/20222/18/20222/18/20222/18/20222/18/20222/18/20222/18/20222/18/20222/18/2022,1066,1868.47928919,77431.567485,317894.37985,124288.681313,116174.131077,337450.47805098526,19556.098200985263,231.29820098526446,6046343.703448429
48,456,48528,2/19/20222/19/20222/19/20222/19/20222/19/20222/19/20222/19/20222/19/20222/19/20222/19/20222/19/20222/19/20222/19/20222/19/20222/19/20222/19/20222/19/20222/19/20222/19/20222/19/20222/19/20222/19/20222/19/20222/19/2022,1014,1228.27925805,54528.3739112,331786.96723,143995.237357,133263.355988,351323.76573299285,19536.798502992842,211.99850299284245,5978794.760474951
48,480,48528,2/20/20222/20/20222/20/20222/20/20222/20/20222/20/20222/20/20222/20/20222/20/20222/20/20222/20/20222/20/20222/20/20222/20/20222/20/20222/20/20222/20/20222/20/20222/20/20222/20/20222/20/20222/20/20222/20/20222/20/2022,1163,916.48452863,45693.7233592,318604.77428,131667.431678,141243.619231,338143.4018878858,19538.62760788584,213.82760788584173,5985196.627600448
48,504,48528,2/21/20222/21/20222/21/20222/21/20222/21/20222/21/20222/21/20222/21/20222/21/20222/21/20222/21/20222/21/20222/21/20222/21/20222/21/20222/21/20222/21/20222/21/20222/21/20222/21/20222/21/20222/21/20222/21/20222/21/2022,1248,1780.23443193,65175.089223,325269.66549,125905.760064,134188.8162,344847.9872431566,19578.32175315656,253.52175315656146,6124126.136047969
48,528,48528,2/22/20222/22/20222/22/20222/22/20222/22/20222/22/20222/22/20222/22/20222/22/20222/22/20222/22/20222/22/20222/22/20222/22/20222/22/20222/22/20222/22/20222/22/20222/22/20222/22/20222/22/20222/22/20222/22/20222/22/2022,1499,2008.27026395,90063.991546,307451.63566,94955.022444,122432.621667,327065.91350889637,19614.27784889638,289.47784889638314,6249972.471137345
48,552,48528,2/23/20222/23/20222/23/20222/23/20222/23/20222/23/20222/23/20222/23/20222/23/20222/23/20222/23/20222/23/20222/23/20222/23/20222/23/20222/23/20222/23/20222/23/20222/23/20222/23/20222/23/20222/23/20222/23/20222/23/2022,1625,1906.35281005,101623.78281,304370.15654,85345.8765,117400.497228,324064.1295357406,19693.972995740594,369.1729957405974,6528905.485092095
48,576,48528,2/24/20222/24/20222/24/20222/24/20222/24/20222/24/20222/24/20222/24/20222/24/20222/24/20222/24/20222/24/20222/24/20222/24/20222/24/20222/24/20222/24/20222/24/20222/24/20222/24/20222/24/20222/24/20222/24/20222/24/2022,1627,1848.35617911,102561.813658,307760.35537,87310.494443,117888.04727,327422.2672657062,19661.911895706224,337.1118957062238,6416691.634971787
48,600,48528,2/25/20222/25/20222/25/20222/25/20222/25/20222/25/20222/25/20222/25/20222/25/20222/25/20222/25/20222/25/20222/25/20222/25/20222/25/20222/25/20222/25/20222/25/20222/25/20222/25/20222/25/20222/25/20222/25/20222/25/2022,1407,1826.89399803,83376.313186,299670.45739,95656.961143,120637.183086,319269.19280762156,19598.73541762158,273.9354176215822,6195573.9616755415
48,624,48528,2/26/20222/26/20222/26/20222/26/20222/26/20222/26/20222/26/20222/26/20222/26/20222/26/20222/26/20222/26/20222/26/20222/26/20222/26/20222/26/20222/26/20222/26/20222/26/20222/26/20222/26/20222/26/20222/26/20222/26/2022,1152,1565.57642433,42187.4405069,290012.31036,120246.464821,127578.405033,309569.0644933176,19556.754133317638,231.9541333176403,6048639.466611744
48,648,48528,2/27/20222/27/20222/27/20222/27/20222/27/20222/27/20222/27/20222/27/20222/27/20222/27/20222/27/20222/27/20222/27/20222/27/20222/27/20222/27/20222/27/20222/27/20222/27/20222/27/20222/27/20222/27/20222/27/20222/27/2022,1167,2118.07741976,20649.3794647,289215.32903,128338.699705,140227.249884,308797.0648213774,19581.73579137742,256.9357913774234,6136075.269820985
48,672,48528,2/28/20222/28/20222/28/20222/28/20222/28/20222/28/20222/28/20222/28/20222/28/20222/28/20222/28/20222/28/20222/28/20222/28/20222/28/20222/28/20222/28/20222/28/20222/28/20222/28/20222/28/20222/28/20222/28/20222/28/2022,1253,1546.45175088,71018.1344722,316652.6717,119774.36611999999,125860.171098,336222.4287617728,19569.7570617728,244.95706177280363,6094149.716204816
72,24,48528,3/1/20223/1/20223/1/20223/1/20223/1/20223/1/20223/1/20223/1/20223/1/20223/1/20223/1/20223/1/20223/1/20223/1/20223/1/20223/1/20223/1/20223/1/20223/1/20223/1/20223/1/20223/1/20223/1/20223/1/2022,1321,1056.05719957,80410.075665,323200.22142,115646.310552,127143.835183,342765.1245968451,19564.90317684514,240.1031768451407,6077161.118957995
72,48,48528,3/2/20223/2/20223/2/20223/2/20223/2/20223/2/20223/2/20223/2/20223/2/20223/2/20223/2/20223/2/20223/2/20223/2/20223/2/20223/2/20223/2/20223/2/20223/2/20223/2/20223/2/20223/2/20223/2/20223/2/2022,1498,827.79956938,82270.323439,314650.98853,105716.341689,126664.323365,334230.60667895153,19579.61814895151,254.8181489515118,6128663.521330294
72,72,48528,3/3/20223/3/20223/3/20223/3/20223/3/20223/3/20223/3/20223/3/20223/3/20223/3/20223/3/20223/3/20223/3/20223/3/20223/3/20223/3/20223/3/20223/3/20223/3/20223/3/20223/3/20223/3/20223/3/20223/3/2022,1592,737.16158376,89101.522954,303977.85586,94008.43942,120867.89346199999,323571.5851715377,19593.729311537696,268.9293115376964,6178052.590381941
72,96,48528,3/4/20223/4/20223/4/20223/4/20223/4/20223/4/20223/4/20223/4/20223/4/20223/4/20223/4/20223/4/20223/4/20223/4/20223/4/20223/4/20223/4/20223/4/20223/4/20223/4/20223/4/20223/4/20223/4/20223/4/2022,1567,996.43344484,90876.870361,295483.02749,87281.391701,117324.76543,315086.9668270676,19603.93933706759,279.1393370675915,6213787.679736573
72,120,48528,3/5/20223/5/20223/5/20223/5/20223/5/20223/5/20223/5/20223/5/20223/5/20223/5/20223/5/20223/5/20223/5/20223/5/20223/5/20223/5/20223/5/20223/5/20223/5/20223/5/20223/5/20223/5/20223/5/20223/5/2022,1536,1442.5023292,56024.5595625,273559.719561,88732.915436,128802.244561,293168.90290032735,19609.18333932734,284.3833393273417,6232141.6876457
72,144,48528,3/6/20223/6/20223/6/20223/6/20223/6/20223/6/20223/6/20223/6/20223/6/20223/6/20223/6/20223/6/20223/6/20223/6/20223/6/20223/6/20223/6/20223/6/20223/6/20223/6/20223/6/20223/6/20223/6/20223/6/2022,1656,1596.0089947000001,71020.493846,274899.061881,79094.597086,124783.970962,294558.9661003761,19659.904219376083,335.1042193760858,6409664.767816304
72,168,48528,3/7/20223/7/20223/7/20223/7/20223/7/20223/7/20223/7/20223/7/20223/7/20223/7/20223/7/20223/7/20223/7/20223/7/20223/7/20223/7/20223/7/20223/7/20223/7/20223/7/20223/7/20223/7/20223/7/20223/7/2022,1540,1938.42456709,94982.04567,302423.654232,90709.276891,116732.33166,322071.6209615883,19647.966729588294,323.1667295882953,6367883.553559038
72,192,48528,3/8/20223/8/20223/8/20223/8/20223/8/20223/8/20223/8/20223/8/20223/8/20223/8/20223/8/20223/8/20223/8/20223/8/20223/8/20223/8/20223/8/20223/8/20223/8/20223/8/20223/8/20223/8/20223/8/20223/8/2022,1186,2053.80974025,56888.9193951,310973.1284,127445.82133,126638.387673,330554.98027785745,19581.85187785744,257.0518778574413,6136481.5725010475
72,216,48528,3/9/20223/9/20223/9/20223/9/20223/9/20223/9/20223/9/20223/9/20223/9/20223/9/20223/9/20223/9/20223/9/20223/9/20223/9/20223/9/20223/9/20223/9/20223/9/20223/9/20223/9/20223/9/20223/9/20223/9/2022,1267,2056.76815732,61936.1265959,308543.18703,117878.469882,128728.590538,328142.30561742536,19599.11858742535,274.31858742535223,6196915.055988736
72,240,48528,3/10/20223/10/20223/10/20223/10/20223/10/20223/10/20223/10/20223/10/20223/10/20223/10/20223/10/20223/10/20223/10/20223/10/20223/10/20223/10/20223/10/20223/10/20223/10/20223/10/20223/10/20223/10/20223/10/20223/10/2022,1259,1889.59379687,66226.6270647,309429.01606,117483.968187,125718.420805,329012.690761331,19583.67470133101,258.87470133101186,6142861.454658545
72,264,48528,3/11/20223/11/20223/11/20223/11/20223/11/20223/11/20223/11/20223/11/20223/11/20223/11/20223/11/20223/11/20223/11/20223/11/20223/11/20223/11/20223/11/20223/11/20223/11/20223/11/20223/11/20223/11/20223/11/20223/11/2022,1257,2144.49793527,62960.259311,306777.70682,117995.434627,125822.012878,326380.2049664742,19602.498146474234,277.6981464742369,6208743.512659833
72,288,48528,3/12/20223/12/20223/12/20223/12/20223/12/20223/12/20223/12/20223/12/20223/12/20223/12/20223/12/20223/12/20223/12/20223/12/20223/12/20223/12/20223/12/20223/12/20223/12/20223/12/20223/12/20223/12/20223/12/20223/12/2022,857,1422.51044908,74941.7803626,339346.18725,143922.525851,120481.881037,358892.7047294602,19546.51747946019,221.71747946019485,6012811.178110684
