MO,Day,YR,Datetime,DBT,Rhum,Consumed Industrial,Total Consumed,Consumed Residential,Consumed Commercial,Datacenter Contribution (MW),Datacenter Total (MW),Datacenter Cooling (MW),Datacenter Water Gallons
264,672,48528,11/28/202211/28/202211/28/202211/28/202211/28/202211/28/202211/28/202211/28/202211/28/202211/28/202211/28/202211/28/202211/28/202211/28/202211/28/202211/28/202211/28/202211/28/202211/28/202211/28/202211/28/202211/28/202211/28/202211/28/2022,1298,1710.87216714,66795.8804174,304870.43044,112508.796246,125565.753782,324467.3403813235,19596.90994132345,272.1099413234521,6189184.794632086
264,696,48528,11/29/202211/29/202211/29/202211/29/202211/29/202211/29/202211/29/202211/29/202211/29/202211/29/202211/29/202211/29/202211/29/202211/29/202211/29/202211/29/202211/29/202211/29/202211/29/202211/29/202211/29/202211/29/202211/29/202211/29/2022,1370,1519.40313395,78265.081505,317699.37556,107718.92997,131715.364065,337297.2188378913,19597.843277891287,273.04327789128945,6192451.472619517
264,720,48528,11/30/202211/30/202211/30/202211/30/202211/30/202211/30/202211/30/202211/30/202211/30/202211/30/202211/30/202211/30/202211/30/202211/30/202211/30/202211/30/202211/30/202211/30/202211/30/202211/30/202211/30/202211/30/202211/30/202211/30/2022,1370,1054.73035253,78833.578881,313312.66094,105059.388822,129419.693199,332888.93150375405,19576.27056375406,251.47056375406336,6116946.973139225
288,24,48528,12/1/202212/1/202212/1/202212/1/202212/1/202212/1/202212/1/202212/1/202212/1/202212/1/202212/1/202212/1/202212/1/202212/1/202212/1/202212/1/202212/1/202212/1/202212/1/202212/1/202212/1/202212/1/202212/1/202212/1/2022,1250,831.76017196,68158.8084774,351320.0182,135863.926043,147297.283642,370859.525411935,19539.50721193497,214.70721193497477,5988275.241772414
288,48,48528,12/2/202212/2/202212/2/202212/2/202212/2/202212/2/202212/2/202212/2/202212/2/202212/2/202212/2/202212/2/202212/2/202212/2/202212/2/202212/2/202212/2/202212/2/202212/2/202212/2/202212/2/202212/2/202212/2/202212/2/2022,1216,1332.71166768,72735.224146,340932.1795,132617.188642,135579.766714,360499.97073988663,19567.791239886632,242.99123988663547,6087269.339603227
288,72,48528,12/3/202212/3/202212/3/202212/3/202212/3/202212/3/202212/3/202212/3/202212/3/202212/3/202212/3/202212/3/202212/3/202212/3/202212/3/202212/3/202212/3/202212/3/202212/3/202212/3/202212/3/202212/3/202212/3/202212/3/2022,1391,2102.22499976,47875.7883492,297081.6991,100590.218477,148615.692269,316691.1794887924,19609.480388792388,284.6803887923883,6233181.360773363
288,96,48528,12/4/202212/4/202212/4/202212/4/202212/4/202212/4/202212/4/202212/4/202212/4/202212/4/202212/4/202212/4/202212/4/202212/4/202212/4/202212/4/202212/4/202212/4/202212/4/202212/4/202212/4/202212/4/202212/4/202212/4/2022,1234,1850.01666384,27478.054916099998,289023.8288,120022.970936,141522.802933,308608.78132686595,19584.952526865953,260.15252686595255,6147333.844030837
288,120,48528,12/5/202212/5/202212/5/202212/5/202212/5/202212/5/202212/5/202212/5/202212/5/202212/5/202212/5/202212/5/202212/5/202212/5/202212/5/202212/5/202212/5/202212/5/202212/5/202212/5/202212/5/202212/5/202212/5/202212/5/2022,1174,2019.84204478,59038.858693199996,327855.96002,135102.79878800001,133714.302555,347428.69503524096,19572.73501524098,247.93501524098167,6104572.553343439
288,144,48528,12/6/202212/6/202212/6/202212/6/202212/6/202212/6/202212/6/202212/6/202212/6/202212/6/202212/6/202212/6/202212/6/202212/6/202212/6/202212/6/202212/6/202212/6/202212/6/202212/6/202212/6/202212/6/202212/6/202212/6/2022,1197,2273.13916651,60782.161362,329989.3104,134237.717791,134969.431248,349587.9732245009,19598.662824500887,273.8628245008871,6195319.885753108
288,168,48528,12/7/202212/7/202212/7/202212/7/202212/7/202212/7/202212/7/202212/7/202212/7/202212/7/202212/7/202212/7/202212/7/202212/7/202212/7/202212/7/202212/7/202212/7/202212/7/202212/7/202212/7/202212/7/202212/7/202212/7/2022,1509,2229.32916641,94258.103638,318074.27088,97998.835726,125817.331506,337769.70080953336,19695.42992953337,370.62992953337186,6534004.753366807
288,192,48528,12/8/202212/8/202212/8/202212/8/202212/8/202212/8/202212/8/202212/8/202212/8/202212/8/202212/8/202212/8/202212/8/202212/8/202212/8/202212/8/202212/8/202212/8/202212/8/202212/8/202212/8/202212/8/202212/8/202212/8/2022,1599,2077.56909184,102469.30231099999,312292.54623,88306.394358,121516.849558,331985.8323816125,19693.286151612538,368.4861516125399,6526501.530643894
288,216,48528,12/9/202212/9/202212/9/202212/9/202212/9/202212/9/202212/9/202212/9/202212/9/202212/9/202212/9/202212/9/202212/9/202212/9/202212/9/202212/9/202212/9/202212/9/202212/9/202212/9/202212/9/202212/9/202212/9/202212/9/2022,1483,2197.88159087,94676.666262,307333.44972,88746.142284,123910.641167,326956.73519162514,19623.28547162513,298.4854716251325,6281499.150687967
288,240,48528,12/10/202212/10/202212/10/202212/10/202212/10/202212/10/202212/10/202212/10/202212/10/202212/10/202212/10/202212/10/202212/10/202212/10/202212/10/202212/10/202212/10/202212/10/202212/10/202212/10/202212/10/202212/10/202212/10/202212/10/2022,1288,2189.71118578,29383.7586025,291361.50068,115331.027875,146646.714208,310965.65615058603,19604.155470586033,279.3554705860337,6214544.147051121
288,264,48528,12/11/202212/11/202212/11/202212/11/202212/11/202212/11/202212/11/202212/11/202212/11/202212/11/202212/11/202212/11/202212/11/202212/11/202212/11/202212/11/202212/11/202212/11/202212/11/202212/11/202212/11/202212/11/202212/11/202212/11/2022,1241,2248.4458325699998,22597.0507648,294933.27796,124304.578385,148031.64883700002,314536.74492999143,19603.466969991423,278.66696999142414,6212134.394969988
288,288,48528,12/12/202212/12/202212/12/202212/12/202212/12/202212/12/202212/12/202212/12/202212/12/202212/12/202212/12/202212/12/202212/12/202212/12/202212/12/202212/12/202212/12/202212/12/202212/12/202212/12/202212/12/202212/12/202212/12/202212/12/2022,1334,2048.88783468,73132.2643298,319275.27708,113501.189336,132641.823437,338879.8356542429,19604.558574242903,279.758574242903,6215955.009850164
288,312,48528,12/13/202212/13/202212/13/202212/13/202212/13/202212/13/202212/13/202212/13/202212/13/202212/13/202212/13/202212/13/202212/13/202212/13/202212/13/202212/13/202212/13/202212/13/202212/13/202212/13/202212/13/202212/13/202212/13/202212/13/2022,1168,1957.48515209,59214.6055206,333802.19129,138531.467701,136056.118062,353365.2558107078,19563.06452070782,238.26452070781954,6070725.822477371
288,336,48528,12/14/202212/14/202212/14/202212/14/202212/14/202212/14/202212/14/202212/14/202212/14/202212/14/202212/14/202212/14/202212/14/202212/14/202212/14/202212/14/202212/14/202212/14/202212/14/202212/14/202212/14/202212/14/202212/14/202212/14/2022,1083,2068.24166553,66682.3876995,350617.97586999997,148587.134319,135348.453886,370162.02335264895,19544.04748264898,219.24748264898278,6004166.189271443
288,360,48528,12/15/202212/15/202212/15/202212/15/202212/15/202212/15/202212/15/202212/15/202212/15/202212/15/202212/15/202212/15/202212/15/202212/15/202212/15/202212/15/202212/15/202212/15/202212/15/202212/15/202212/15/202212/15/202212/15/202212/15/2022,1210,1800.9291661500001,62945.785067,330715.67679,132028.225378,135741.66631,350297.9244675419,19582.247677541935,257.44767754193543,6137866.871396777
288,384,48528,12/16/202212/16/202212/16/202212/16/202212/16/202212/16/202212/16/202212/16/202212/16/202212/16/202212/16/202212/16/202212/16/202212/16/202212/16/202212/16/202212/16/202212/16/202212/16/202212/16/202212/16/202212/16/202212/16/202212/16/2022,1070,1411.95795485,75528.300817,354064.55911,147284.015163,131252.243136,373602.5156983054,19537.956588305424,213.15658830542625,5982848.059068995
288,408,48528,12/17/202212/17/202212/17/202212/17/202212/17/202212/17/202212/17/202212/17/202212/17/202212/17/202212/17/202212/17/202212/17/202212/17/202212/17/202212/17/202212/17/202212/17/202212/17/202212/17/202212/17/202212/17/202212/17/202212/17/2022,1043,1354.60499988,40157.922704,341660.73147,152688.58343,148814.225334,361198.0685183556,19537.337048355603,212.53704835560575,5980679.669244623
288,432,48528,12/18/202212/18/202212/18/202212/18/202212/18/202212/18/202212/18/202212/18/202212/18/202212/18/202212/18/202212/18/202212/18/202212/18/202212/18/202212/18/202212/18/202212/18/202212/18/202212/18/202212/18/202212/18/202212/18/202212/18/2022,901,1345.37333266,69402.390659,357022.57844,155975.131396,131645.056394,376557.4809625001,19534.902522500066,210.1025225000667,5972158.828750236
288,456,48528,12/19/202212/19/202212/19/202212/19/202212/19/202212/19/202212/19/202212/19/202212/19/202212/19/202212/19/202212/19/202212/19/202212/19/202212/19/202212/19/202212/19/202212/19/202212/19/202212/19/202212/19/202212/19/202212/19/202212/19/2022,975,1309.34500184,94472.285559,389735.5672,162600.598314,132662.683321,409271.77406287374,19536.206862873732,211.40686287373552,5976724.020058077
288,480,48528,12/20/202212/20/202212/20/202212/20/202212/20/202212/20/202212/20/202212/20/202212/20/202212/20/202212/20/202212/20/202212/20/202212/20/202212/20/202212/20/202212/20/202212/20/202212/20/202212/20/202212/20/202212/20/202212/20/202212/20/2022,975,1829.41500188,89892.928232,383279.30773,160040.230526,133346.148943,402816.7554839961,19537.4477539961,212.64775399610255,5981067.138986361
288,504,48528,12/21/202212/21/202212/21/202212/21/202212/21/202212/21/202212/21/202212/21/202212/21/202212/21/202212/21/202212/21/202212/21/202212/21/202212/21/202212/21/202212/21/202212/21/202212/21/202212/21/202212/21/202212/21/202212/21/202212/21/2022,1050,1631.86894244,80567.848021,374920.85269,157202.009117,137150.99553000001,394459.39245612756,19538.539766127546,213.73976612754603,5984889.1814464135
288,528,48528,12/22/202212/22/202212/22/202212/22/202212/22/202212/22/202212/22/202212/22/202212/22/202212/22/202212/22/202212/22/202212/22/202212/22/202212/22/202212/22/202212/22/202212/22/202212/22/202212/22/202212/22/202212/22/202212/22/202212/22/2022,1018,2216.93750189,80725.0501392,367545.48617,155071.751928,131748.684089,387087.7991694316,19542.312999431622,217.5129994316221,5998095.49801068
288,552,48528,12/23/202212/23/202212/23/202212/23/202212/23/202212/23/202212/23/202212/23/202212/23/202212/23/202212/23/202212/23/202212/23/202212/23/202212/23/202212/23/202212/23/202212/23/202212/23/202212/23/202212/23/202212/23/202212/23/202212/23/2022,516,1530.9041649399999,151194.989991,436626.71405999997,173659.997915,111771.726163,456178.17452430585,19551.460464305885,226.66046430588568,6030111.625070603
288,576,48528,12/24/202212/24/202212/24/202212/24/202212/24/202212/24/202212/24/202212/24/202212/24/202212/24/202212/24/202212/24/202212/24/202212/24/202212/24/202212/24/202212/24/202212/24/202212/24/202212/24/202212/24/202212/24/202212/24/202212/24/2022,382,1459.84958457,167650.588571,492591.37112,202401.53535299998,122539.247186,512140.379588992,19549.008468991968,224.20846899196914,6021529.641471894
288,600,48528,12/25/202212/25/202212/25/202212/25/202212/25/202212/25/202212/25/202212/25/202212/25/202212/25/202212/25/202212/25/202212/25/202212/25/202212/25/202212/25/202212/25/202212/25/202212/25/202212/25/202212/25/202212/25/202212/25/202212/25/2022,611,1178.57916752,126365.095808,430833.37309,180216.292013,124251.985248,450382.6153969026,19549.242306902604,224.44230690260582,6022348.074159123
288,624,48528,12/26/202212/26/202212/26/202212/26/202212/26/202212/26/202212/26/202212/26/202212/26/202212/26/202212/26/202212/26/202212/26/202212/26/202212/26/202212/26/202212/26/202212/26/202212/26/202212/26/202212/26/202212/26/202212/26/202212/26/2022,737,1006.29242548,129901.468875,421667.31242,172117.20183499999,119648.641702,441210.5124306626,19543.200010662604,218.40001066260564,6001200.037319122
288,648,48528,12/27/202212/27/202212/27/202212/27/202212/27/202212/27/202212/27/202212/27/202212/27/202212/27/202212/27/202212/27/202212/27/202212/27/202212/27/202212/27/202212/27/202212/27/202212/27/202212/27/202212/27/202212/27/202212/27/202212/27/2022,940,1366.86777621,99665.694043,394910.48096,164384.317951,130860.468979,414446.0947142483,19535.613754248297,210.81375424830023,5974648.139869053
288,672,48528,12/28/202212/28/202212/28/202212/28/202212/28/202212/28/202212/28/202212/28/202212/28/202212/28/202212/28/202212/28/202212/28/202212/28/202212/28/202212/28/202212/28/202212/28/202212/28/202212/28/202212/28/202212/28/202212/28/202212/28/2022,1070,1310.53166518,91850.4732567,389469.32485,157650.11786199998,139968.733755,409007.56875325576,19538.24390325578,213.4439032557815,5983853.661395238
288,696,48528,12/29/202212/29/202212/29/202212/29/202212/29/202212/29/202212/29/202212/29/202212/29/202212/29/202212/29/202212/29/202212/29/202212/29/202212/29/202212/29/202212/29/202212/29/202212/29/202212/29/202212/29/202212/29/202212/29/202212/29/2022,1299,1413.33916537,74541.763704,332859.16466,121962.739951,136354.660993,352434.23045937874,19575.065799378754,250.26579937875368,6112730.297825641
288,720,48528,12/30/202212/30/202212/30/202212/30/202212/30/202212/30/202212/30/202212/30/202212/30/202212/30/202212/30/202212/30/202212/30/202212/30/202212/30/202212/30/202212/30/202212/30/202212/30/202212/30/202212/30/202212/30/202212/30/202212/30/2022,1356,1915.43583426,72448.700993,303873.57545,104435.015487,126989.858972,323478.35396023316,19604.77851023315,279.97851023315286,6216724.785816039
288,744,48528,12/31/202212/31/202212/31/202212/31/202212/31/202212/31/202212/31/202212/31/202212/31/202212/31/202212/31/202212/31/202212/31/202212/31/202212/31/202212/31/202212/31/202212/31/202212/31/202212/31/202212/31/202212/31/202212/31/202212/31/2022,1400,2200.05583191,47838.316356,278994.82693,92478.921042,138677.589525,298603.0255808056,19608.19865080563,283.39865080562873,6228695.277819704
