State,FIPS,County Name, Solar , Wind , Hydroelectric , Low-Impact Hydroelectric , Natural Gas , Coal , Oil & Other FF , Other Generation , Traditional TDS , Storage , Smart Grid , Micro Grid , Other Grid Mod , Coal , Petroleum , Natural Gas , Woody Biomass , Corn Ethanol , Other Clean Fuels , Other Fuels , ENERGY STAR & Efficient Lighting , Traditional HVAC , High Efficiency HVAC & Renewable H&C , Advanced Materials & Insulation , Other Energy Efficiency , Motor Vehicles 
GA,13095,Dougherty County,30,0,0,0,23,0,0,53,120,0,0,0,0,0,30,0,20,0,0,10,101,134,229,86,0,844
GA,13097,Douglas County,80,0,74,13,0,0,0,0,290,0,0,0,0,0,19,0,0,0,0,0,77,93,160,61,0,739
GA,13099,Early County,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
GA,13101,Echols County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,13103,Effingham County,12,0,0,0,20,0,0,0,133,0,0,0,0,0,0,0,18,0,0,0,14,18,33,12,0,205
GA,13105,Elbert County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
GA,13107,Emanuel County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,13,22,12,0,68
GA,13109,Evans County,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,12,15,16,0,20,0,14,27,0,37
GA,13111,Fannin County,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,11,18,0,0,202
GA,13113,Fayette County,0,0,0,0,20,0,0,0,493,0,0,14,22,0,37,0,0,0,0,0,140,211,301,105,10,681
GA,13115,Floyd County,26,0,0,0,16,26,0,0,261,0,0,0,0,0,78,0,18,0,0,0,31,48,76,27,0,1392
GA,13117,Forsyth County,48,14,14,0,40,0,0,0,460,0,0,12,19,0,111,59,0,0,0,20,229,299,484,210,14,918
GA,13119,Franklin County,13,0,0,0,0,0,0,22,0,0,0,0,0,0,96,0,0,0,0,0,12,18,31,12,0,609
GA,13121,Fulton County,861,725,211,94,502,84,154,272,3538,0,471,119,177,33,1061,251,12,80,87,234,1863,2897,3540,1453,135,8110
GA,13123,Gilmer County,11,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,11,17,0,0,89
GA,13125,Glascock County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
GA,13127,Glynn County,34,0,0,0,0,0,0,0,233,0,0,0,0,0,22,0,12,0,0,0,46,59,108,44,0,624
GA,13129,Gordon County,10,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,12,0,0,0,23,25,51,25,0,170
GA,13131,Grady County,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,32,0,0,0,0,0,40,0,0,256
GA,13133,Greene County,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,20,0,0,0,0,0,16,21,0,95
GA,13135,Gwinnett County,360,68,83,37,211,0,22,340,1417,38,31,127,196,15,329,53,16,28,31,119,953,1294,1998,785,61,6076
GA,13137,Habersham County,10,0,0,0,14,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,11,13,21,14,0,271
GA,13139,Hall County,60,0,0,0,25,0,0,0,220,0,0,10,15,0,44,0,0,0,0,0,147,199,305,103,0,4671
GA,13141,Hancock County,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,13143,Haralson County,0,0,0,0,0,0,0,0,60,0,0,0,0,0,36,0,0,0,0,0,16,21,34,12,0,1155
GA,13145,Harris County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,26,0,0,351
GA,13147,Hart County,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,12,15,26,11,0,260
GA,13149,Heard County,0,0,0,0,82,57,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,98
GA,13151,Henry County,31,0,0,0,10,0,0,0,429,0,0,0,0,0,48,10,0,0,0,0,65,87,154,61,8420,1078
GA,13153,Houston County,88,0,0,0,22,0,0,0,231,0,0,0,0,0,34,0,0,0,0,0,79,121,169,63,0,399
GA,13155,Irwin County,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
GA,13157,Jackson County,33,0,0,0,0,0,0,0,238,316,0,0,0,0,12,0,0,0,0,0,49,58,121,43,0,1865
GA,13159,Jasper County,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,88
GA,13161,Jeff Davis County,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,228
GA,13163,Jefferson County,566,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,23,0,0,0,0,0,19,0,0,50
GA,13165,Jenkins County,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
GA,13167,Johnson County,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,26
GA,13169,Jones County,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,10,0,0,0,13,12,33,11,0,45
GA,13171,Lamar County,0,0,0,0,0,0,0,0,56,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,213
GA,13173,Lanier County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,13175,Laurens County,12,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,28,39,64,31,0,289
GA,13177,Lee County,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,37,16,0,127
GA,13179,Liberty County,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,13,19,28,11,0,245
GA,13181,Lincoln County,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,12,0,0,17
GA,13183,Long County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
GA,13185,Lowndes County,0,0,0,0,15,0,0,0,151,258,0,0,0,0,47,0,17,0,0,0,89,122,216,84,0,439
GA,13187,Lumpkin County,14,0,0,0,0,0,0,0,24,0,0,0,0,0,86,0,0,0,0,0,10,14,40,0,0,84
GA,13189,McDuffie County,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,22,23,38,20,0,390
GA,13191,McIntosh County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,23
GA,13193,Macon County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
GA,13195,Madison County,269,0,0,0,0,0,0,0,39,0,0,0,0,0,16,0,0,0,0,0,0,11,19,0,0,64
GA,13197,Marion County,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,38
GA,13199,Meriwether County,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,13,0,0,0,0,10,20,0,0,789
GA,13201,Miller County,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,13205,Mitchell County,0,0,0,0,0,0,0,0,30,0,0,0,0,0,11,0,0,19,13,0,0,0,10,0,0,207
GA,13207,Monroe County,13,0,0,0,10,144,0,0,201,0,0,0,0,0,0,0,18,0,0,0,16,16,36,10,0,184
GA,13209,Montgomery County,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,23
GA,13211,Morgan County,84,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,13,17,27,10,0,123
GA,13213,Murray County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,53,0,0,0,0,0,0,0,0,0,70
GA,13215,Muscogee County,55,0,0,0,19,0,0,0,232,0,0,0,0,0,35,0,10,0,0,0,127,164,291,106,16,1036
GA,13217,Newton County,0,0,0,0,0,0,0,10,170,0,0,0,0,0,15,0,0,0,0,0,47,62,105,39,0,892
GA,13219,Oconee County,12,0,0,0,0,0,0,0,20,0,0,0,0,0,16,0,0,0,0,0,23,27,46,20,0,99
GA,13221,Oglethorpe County,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,63
GA,13223,Paulding County,16,0,0,0,10,0,0,0,24,0,0,0,0,0,31,0,0,0,0,0,58,80,144,53,0,482
GA,13225,Peach County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,28,10,0,1688
GA,13227,Pickens County,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,12,18,29,13,0,89
GA,13229,Pierce County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,12,21,0,0,34
GA,13231,Pike County,21,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,10,12,23,0,0,119
GA,13233,Polk County,17,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,12,18,31,11,0,168
GA,13235,Pulaski County,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,13237,Putnam County,14,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,21,11,0,104
GA,13239,Quitman County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,13241,Rabun County,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,10,13,22,0,0,64
GA,13243,Randolph County,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,13
GA,13245,Richmond County,52,0,0,0,22,0,0,0,259,344,0,0,13,0,51,0,21,0,0,13,155,203,342,137,13,952
GA,13247,Rockdale County,30,0,0,0,17,0,0,0,561,0,15,22,35,0,33,0,0,0,0,0,107,136,241,67,0,480
GA,13249,Schley County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148
GA,13251,Screven County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,33,0,0,0,0,0,40,0,0,57
GA,13253,Seminole County,50,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,13255,Spalding County,17,0,0,0,11,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,47,66,106,19,0,569
GA,13257,Stephens County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,49,0,0,156
GA,13259,Stewart County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,13
GA,13261,Sumter County,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,21,0,0,0,21,10,20,0,0,171
GA,13263,Talbot County,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
GA,13265,Taliaferro County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,13267,Tattnall County,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,23,0,0,0,0,0,12,0,0,28
GA,13269,Taylor County,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,21,30,49,0,0,32
GA,13271,Telfair County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,55
GA,13273,Terrell County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0
GA,13275,Thomas County,15,0,0,0,0,0,0,0,18,0,0,0,0,0,15,0,30,0,0,0,34,45,117,26,0,310
GA,13277,Tift County,16,0,0,0,0,0,0,0,284,0,0,0,0,0,0,0,0,0,0,0,31,44,71,14,0,257
GA,13279,Toombs County,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,20,0,0,0,23,27,48,11,0,105
GA,13281,Towns County,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,11
GA,13283,Treutlen County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,17
GA,13285,Troup County,18,0,0,0,0,0,0,0,77,400,0,0,0,0,42,0,0,0,0,0,93,124,196,78,0,6739
GA,13287,Turner County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
GA,13289,Twiggs County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
GA,13291,Union County,87,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,11,13,22,0,0,236
GA,13293,Upson County,10,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,12,21,0,0,72
GA,13295,Walker County,46,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,663
GA,13297,Walton County,0,0,0,0,42,0,0,0,1309,0,20,29,45,0,35,0,0,75,50,0,75,115,187,82,0,1232
GA,13299,Ware County,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,19,0,0,0,17,21,39,15,0,215
GA,13301,Warren County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
GA,13303,Washington County,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,11,15,24,0,0,73
GA,13305,Wayne County,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,14,18,33,16,0,88
GA,13307,Webster County,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,13309,Wheeler County,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
GA,13311,White County,78,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,10,14,25,13,0,216
GA,13313,Whitfield County,1048,0,0,0,0,0,0,0,248,0,0,0,0,0,59,0,0,0,0,0,38,53,87,37,0,951
GA,13315,Wilcox County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,13317,Wilkes County,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,14,0,0,0,0,0,10,0,0,27
GA,13319,Wilkinson County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,20
GA,13321,Worth County,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,60
GA,13999,N/A,27,27,44,20,121,0,0,18,590,0,18,33,52,0,228,44,21,12,13,27,317,562,623,240,22,1484
