WB,COP
-39.80769231,11.02547771
-35.76923077,10.96815287
-25.96153846,10.79617834
-19.03846154,10.56687898
-10.96153846,10.22292994
-8.076923077,9.878980892
-4.903846154,9.535031847
-4.038461538,11.08280255
-0.865384615,10.96815287
2.019230769,10.7388535
5.192307692,10.4522293
6.923076923,9.993630573
8.076923077,5.694267516
11.82692308,5.636942675
14.13461538,5.522292994
15,5.178343949
22.78846154,4.777070064
30,4.203821656
34.90384615,3.74522293
39.80769231,3.343949045
