WB,COP
-39.80769231,11.19745223
-35.76923077,11.19745223
-26.82692308,11.14012739
-19.03846154,11.08280255
-12.98076923,11.02547771
-8.942307692,10.96815287
-4.903846154,10.85350318
-4.038461538,11.42675159
0,11.42675159
3.75,11.42675159
15.86538462,11.36942675
25.96153846,11.31210191
32.01923077,11.19745223
32.88461538,4.547770701
34.03846154,4.49044586
36.92307692,4.203821656
39.80769231,3.974522293
