MO,Day,YR,Datetime,DBT,Rhum,Consumed Industrial
1,1,2022,1/1/2022,68,90,3125.282064
1,1,2022,1/1/2022,69,90.91666667,3037.303213
1,1,2022,1/1/2022,69,90.65555556,2974.656383
1,1,2022,1/1/2022,70,88.94642857,2967.656854
1,1,2022,1/1/2022,70,88.11111111,2982.921214
1,1,2022,1/1/2022,70,88.23636364,3047.178486
1,1,2022,1/1/2022,70,88.39285714,2941.69036
1,1,2022,1/1/2022,70,89,2753.76133
1,1,2022,1/1/2022,70,88.57142857,2846.648889
1,1,2022,1/1/2022,71,86.25,3040.206867
1,1,2022,1/1/2022,72,84,3186.754585
1,1,2022,1/1/2022,71,86.92727273,3264.363977
1,1,2022,1/1/2022,71,88.10909091,3300.465335
1,1,2022,1/1/2022,74,80.7804878,3343.470221
1,1,2022,1/1/2022,75,73.83928571,3357.074466
1,1,2022,1/1/2022,77,68.51785714,3355.857029
1,1,2022,1/1/2022,76,68.41071429,3364.532491
1,1,2022,1/1/2022,75,68.80357143,3413.073338
1,1,2022,1/1/2022,75,68.21818182,3336.652262
1,1,2022,1/1/2022,74,70.58928571,3214.89487
1,1,2022,1/1/2022,73,72.08928571,3091.480627
1,1,2022,1/1/2022,73,74,2969.788051
1,1,2022,1/1/2022,73,76.46428571,2906.678029
1,1,2022,1/1/2022,72,78.35714286,3068.326875
1,2,2022,1/2/2022,72,79.47272727,3051.493079
1,2,2022,1/2/2022,72,80,2982.114572
1,2,2022,1/2/2022,73,78.28301887,2942.464604
1,2,2022,1/2/2022,72,78.17857143,2945.665396
1,2,2022,1/2/2022,72,79,2977.636976
1,2,2022,1/2/2022,67,84.14814815,3026.790197
1,2,2022,1/2/2022,63,91.81818182,2567.791418
1,2,2022,1/2/2022,62,93,2209.162111
1,2,2022,1/2/2022,62,93.26785714,2278.302041
1,2,2022,1/2/2022,62,94,2388.787352
1,2,2022,1/2/2022,62,93.39285714,2498.287184
1,2,2022,1/2/2022,62,91.14285714,2565.755174
1,2,2022,1/2/2022,62,90.09090909,2620.151028
1,2,2022,1/2/2022,60,90.12727273,2306.006755
1,2,2022,1/2/2022,59,90.80357143,2154.611095
1,2,2022,1/2/2022,58,91.80357143,2032.504813
1,2,2022,1/2/2022,59,92,2247.988124
1,2,2022,1/2/2022,59,92,2300.23431
1,2,2022,1/2/2022,59,91.96428571,2272.278046
1,2,2022,1/2/2022,58,92,2047.596998
1,2,2022,1/2/2022,57,91.98181818,1814.901417
1,2,2022,1/2/2022,57,92.05357143,1715.96044
1,2,2022,1/2/2022,57,93.01785714,1666.154984
1,2,2022,1/2/2022,53,93.01818182,1153.283989
1,3,2022,1/3/2022,49,92.48214286,1938.092115
1,3,2022,1/3/2022,46,91.25454545,1659.302262
1,3,2022,1/3/2022,40,90.97916667,2348.200612
1,3,2022,1/3/2022,37,91.21428571,2694.357504
1,3,2022,1/3/2022,35,92.6,3067.577278
1,3,2022,1/3/2022,36,92.01785714,3301.742654
1,3,2022,1/3/2022,35,92,3615.849677
1,3,2022,1/3/2022,35,88.45454545,3632.828293
1,3,2022,1/3/2022,35,85.91071429,3827.655704
1,3,2022,1/3/2022,35,83.83636364,4105.576135
1,3,2022,1/3/2022,35,80.85714286,4314.393785
1,3,2022,1/3/2022,35,78.92857143,4424.33661
1,3,2022,1/3/2022,36,77.07142857,4394.48867
1,3,2022,1/3/2022,37,73.75925926,4360.500155
1,3,2022,1/3/2022,38,71.23214286,4318.808918
1,3,2022,1/3/2022,39,69.65454545,4335.8127
1,3,2022,1/3/2022,39,69.25,4521.323454
1,3,2022,1/3/2022,37,71.43636364,4886.2801
1,3,2022,1/3/2022,36,74.46428571,4874.014748
1,3,2022,1/3/2022,35,77.23214286,4736.275312
1,3,2022,1/3/2022,34,79.25,4449.796745
1,3,2022,1/3/2022,33,81.41071429,4015.051743
1,3,2022,1/3/2022,32,83.36363636,3629.759926
1,3,2022,1/3/2022,32,84.01785714,3347.413067
1,4,2022,1/4/2022,31,85.60714286,4853.990989
1,4,2022,1/4/2022,31,86.82142857,4614.827013
1,4,2022,1/4/2022,31,87.31481481,4511.194168
1,4,2022,1/4/2022,30,88.44642857,4677.483679
1,4,2022,1/4/2022,30,89.4,4922.132822
1,4,2022,1/4/2022,31,88.76363636,5191.128672
1,4,2022,1/4/2022,33,85.69642857,5037.679659
1,4,2022,1/4/2022,33,83.41071429,4769.455154
1,4,2022,1/4/2022,34,82.27272727,4547.659685
1,4,2022,1/4/2022,37,81.96428571,4219.440018
1,4,2022,1/4/2022,40,78.4,3892.78408
1,4,2022,1/4/2022,42,67.16071429,3712.187837
1,4,2022,1/4/2022,44,58.49056604,3531.123543
1,4,2022,1/4/2022,46,50.03636364,3332.781076
1,4,2022,1/4/2022,47,47.01785714,3357.837979
1,4,2022,1/4/2022,48,44.09090909,3475.899127
1,4,2022,1/4/2022,48,42.98214286,3630.551287
1,4,2022,1/4/2022,47,45.60714286,3691.711531
1,4,2022,1/4/2022,46,48.67857143,3599.435978
1,4,2022,1/4/2022,45,51.42857143,3435.342631
1,4,2022,1/4/2022,44,54.07272727,3106.747512
1,4,2022,1/4/2022,43,56.53571429,2637.150982
1,4,2022,1/4/2022,43,61.76363636,2030.362949
1,4,2022,1/4/2022,43,67.5,1466.350723
1,5,2022,1/5/2022,43,70.91071429,2965.905464
1,5,2022,1/5/2022,43,73.30909091,2627.117743
1,5,2022,1/5/2022,43,75.09615385,2432.755017
1,5,2022,1/5/2022,43,77.125,2380.709194
1,5,2022,1/5/2022,43,78.98113208,2493.348558
1,5,2022,1/5/2022,43,79.89285714,2768.923064
1,5,2022,1/5/2022,44,81.96363636,2658.412663
1,5,2022,1/5/2022,44,83.875,2566.789704
1,5,2022,1/5/2022,44,84.16071429,2678.199584
1,5,2022,1/5/2022,44,84.94642857,2853.575769
1,5,2022,1/5/2022,46,79.80357143,2710.612651
1,5,2022,1/5/2022,49,73.53571429,2890.915084
1,5,2022,1/5/2022,51,69.52830189,3119.811124
1,5,2022,1/5/2022,53,67.14285714,3474.035686
1,5,2022,1/5/2022,54,65.94642857,3732.530824
1,5,2022,1/5/2022,55,63.81818182,3962.647353
1,5,2022,1/5/2022,54,66.125,3912.843841
1,5,2022,1/5/2022,54,69.01785714,4029.95191
1,5,2022,1/5/2022,52,73.01785714,3551.777754
1,5,2022,1/5/2022,50,76.89090909,3150.527292
1,5,2022,1/5/2022,49,80.57142857,2664.206821
1,5,2022,1/5/2022,48,82.66071429,2057.54105
1,5,2022,1/5/2022,47,84.35714286,1420.286223
1,5,2022,1/5/2022,46,86.07317073,854.1051458
1,6,2022,1/6/2022,44,88.86792453,2835.229571
1,6,2022,1/6/2022,43,90.16666667,2690.993774
1,6,2022,1/6/2022,43,91.14285714,2519.636489
1,6,2022,1/6/2022,43,91.94642857,2502.232228
1,6,2022,1/6/2022,42,92,2851.109236
1,6,2022,1/6/2022,42,92,3185.444777
1,6,2022,1/6/2022,41,92.57142857,3484.162862
1,6,2022,1/6/2022,43,91.58928571,2958.999983
1,6,2022,1/6/2022,44,88.375,2818.366753
1,6,2022,1/6/2022,43,89.35714286,3103.945299
1,6,2022,1/6/2022,46,87.39285714,2789.031624
1,6,2022,1/6/2022,52,77.125,3096.481382
1,6,2022,1/6/2022,54,76.55555556,3588.615754
1,6,2022,1/6/2022,58,70.01785714,4331.937712
1,6,2022,1/6/2022,60,65.30357143,4767.729822
1,6,2022,1/6/2022,58,76.41818182,4562.064724
1,6,2022,1/6/2022,56,87.42857143,4354.950238
1,6,2022,1/6/2022,55,91.26785714,4196.410819
1,6,2022,1/6/2022,52,89.65454545,3541.479497
1,6,2022,1/6/2022,46,86.90909091,3104.48992
1,6,2022,1/6/2022,42,89.66071429,3236.621124
1,6,2022,1/6/2022,39,85.64285714,3077.161994
1,6,2022,1/6/2022,38,81.27272727,2691.231514
1,6,2022,1/6/2022,37,82.14545455,2460.009894
1,7,2022,1/7/2022,35,80.94545455,4110.618487
1,7,2022,1/7/2022,33,78.61818182,4112.834251
1,7,2022,1/7/2022,32,79.03636364,4132.027383
1,7,2022,1/7/2022,31,78.85185185,4325.236218
1,7,2022,1/7/2022,30,80.91071429,4686.581963
1,7,2022,1/7/2022,29,80.35714286,5261.003584
1,7,2022,1/7/2022,28,80.83636364,5527.4789
1,7,2022,1/7/2022,28,80.61818182,5327.985367
1,7,2022,1/7/2022,27,78.30357143,5423.482085
1,7,2022,1/7/2022,28,74.01785714,5419.84887
1,7,2022,1/7/2022,30,67.30909091,5294.688636
1,7,2022,1/7/2022,31,64.74545455,5249.532601
1,7,2022,1/7/2022,32,58.57142857,5155.218783
1,7,2022,1/7/2022,34,50.94642857,4963.681387
1,7,2022,1/7/2022,36,42.45454545,4771.827647
1,7,2022,1/7/2022,38,39.07142857,4655.180724
1,7,2022,1/7/2022,38,40.375,4806.6209
1,7,2022,1/7/2022,38,41.46428571,4964.565526
1,7,2022,1/7/2022,36,46.05660377,5044.983606
1,7,2022,1/7/2022,35,48.67272727,4920.976062
1,7,2022,1/7/2022,33,51.53571429,4742.44551
1,7,2022,1/7/2022,33,54.35714286,4233.644233
1,7,2022,1/7/2022,32,57.21818182,3851.082585
1,7,2022,1/7/2022,31,57.39285714,3658.338265
1,8,2022,1/8/2022,31,60.21428571,4146.81101
1,8,2022,1/8/2022,30,63.43636364,4251.645
1,8,2022,1/8/2022,30,64.88636364,4287.81145
1,8,2022,1/8/2022,31,65.03571429,4226.71248
1,8,2022,1/8/2022,32,64.30357143,4187.180237
1,8,2022,1/8/2022,32,64.61818182,4337.947028
1,8,2022,1/8/2022,32,62.875,4320.974132
1,8,2022,1/8/2022,32,62.98214286,4107.645088
1,8,2022,1/8/2022,32,60.07272727,4014.009607
1,8,2022,1/8/2022,34,56.45454545,3636.833138
1,8,2022,1/8/2022,37,51.89285714,3052.679075
1,8,2022,1/8/2022,40,47.98214286,2423.985472
1,8,2022,1/8/2022,43,45.5,1780.193644
1,8,2022,1/8/2022,46,41.91071429,1119.299786
1,8,2022,1/8/2022,48,38.89090909,1054.108229
1,8,2022,1/8/2022,49,37.625,1123.088689
1,8,2022,1/8/2022,50,37.26785714,1220.110953
1,8,2022,1/8/2022,49,41,1295.731629
1,8,2022,1/8/2022,48,47.38181818,1297.880991
1,8,2022,1/8/2022,46,54.51785714,1380.569016
1,8,2022,1/8/2022,44,59.33928571,1740.849106
1,8,2022,1/8/2022,43,61.4,1827.783331
1,8,2022,1/8/2022,42,60.375,1929.348404
1,8,2022,1/8/2022,43,64.05555556,1844.216756
1,9,2022,1/9/2022,43,69.52727273,1813.285638
1,9,2022,1/9/2022,43,73.72727273,1695.167591
1,9,2022,1/9/2022,43,74.79166667,1616.86127
1,9,2022,1/9/2022,43,74.35849057,1574.230888
1,9,2022,1/9/2022,43,75.61538462,1578.06636
1,9,2022,1/9/2022,42,76.89090909,1845.584675
1,9,2022,1/9/2022,42,78.12,1809.079661
1,9,2022,1/9/2022,42,79.46938776,1712.469832
1,9,2022,1/9/2022,43,80.7,1519.081394
1,9,2022,1/9/2022,44,80.98181818,1342.010407
1,9,2022,1/9/2022,45,81,1158.350043
1,9,2022,1/9/2022,47,80.88679245,836.2807369
1,9,2022,1/9/2022,49,79.39285714,908.6165519
1,9,2022,1/9/2022,54,76.68518519,1404.531402
1,9,2022,1/9/2022,60,75.32142857,2514.131447
1,9,2022,1/9/2022,62,77.32142857,2911.472326
1,9,2022,1/9/2022,61,83.96428571,2822.44073
1,9,2022,1/9/2022,58,90.70909091,2332.32625
1,9,2022,1/9/2022,57,92.10714286,2132.931462
1,9,2022,1/9/2022,57,93,2069.101708
1,9,2022,1/9/2022,58,93,2139.744168
1,9,2022,1/9/2022,56,93,1704.893575
1,9,2022,1/9/2022,54,92.66666667,1340.362581
1,9,2022,1/9/2022,51,91.52727273,1026.290801
1,10,2022,1/10/2022,48,89.23636364,2086.023089
1,10,2022,1/10/2022,44,85.28571429,2159.014213
1,10,2022,1/10/2022,42,81.4375,2329.579459
1,10,2022,1/10/2022,41,72.83928571,2506.426368
1,10,2022,1/10/2022,40,65.09090909,2852.99456
1,10,2022,1/10/2022,39,62.91071429,3400.299013
1,10,2022,1/10/2022,38,62.98181818,3719.695115
1,10,2022,1/10/2022,36,66.44444444,3850.897453
1,10,2022,1/10/2022,35,67.94642857,4049.753798
1,10,2022,1/10/2022,36,62.63636364,4073.846187
1,10,2022,1/10/2022,39,52.4,3839.978735
1,10,2022,1/10/2022,43,42.60714286,3444.266624
1,10,2022,1/10/2022,47,31.97368421,3105.057704
1,10,2022,1/10/2022,49,27.16071429,3292.658464
1,10,2022,1/10/2022,48,29.74545455,3344.379977
1,10,2022,1/10/2022,48,28.76785714,3433.196666
1,10,2022,1/10/2022,48,30.07272727,3606.655672
1,10,2022,1/10/2022,45,31.83636364,3903.226487
1,10,2022,1/10/2022,44,34.73214286,3924.670245
1,10,2022,1/10/2022,43,36.53571429,3737.353506
1,10,2022,1/10/2022,42,38.03571429,3464.652739
1,10,2022,1/10/2022,41,38.23214286,3060.418733
1,10,2022,1/10/2022,40,37.83928571,2646.560945
1,10,2022,1/10/2022,39,38.4,2358.057157
1,11,2022,1/11/2022,37,41.74074074,4202.948833
1,11,2022,1/11/2022,37,43.05454545,3922.844854
1,11,2022,1/11/2022,36,44.71428571,3916.79952
1,11,2022,1/11/2022,35,46.94444444,4086.579614
1,11,2022,1/11/2022,34,48.69090909,4457.422865
1,11,2022,1/11/2022,34,51.19642857,4929.169209
1,11,2022,1/11/2022,33,53.80357143,5207.811954
1,11,2022,1/11/2022,32,56.51785714,5055.520964
1,11,2022,1/11/2022,32,57.55357143,4952.622292
1,11,2022,1/11/2022,34,52.98181818,4705.532075
1,11,2022,1/11/2022,38,46.03571429,4249.710243
1,11,2022,1/11/2022,41,38.59259259,3929.408834
1,11,2022,1/11/2022,44,35.26785714,3616.46787
1,11,2022,1/11/2022,45,34.175,3535.830751
1,11,2022,1/11/2022,47,33.07142857,3445.345512
1,11,2022,1/11/2022,48,31.35714286,3593.884523
1,11,2022,1/11/2022,49,31.08928571,3766.611581
1,11,2022,1/11/2022,48,33.01818182,3862.247271
1,11,2022,1/11/2022,47,35.81132075,3699.735366
1,11,2022,1/11/2022,46,35.19642857,3479.980189
1,11,2022,1/11/2022,45,35,3181.454467
1,11,2022,1/11/2022,44,36.14285714,2729.30311
1,11,2022,1/11/2022,43,38.8,2266.568324
1,11,2022,1/11/2022,42,41.23214286,1882.913821
1,12,2022,1/12/2022,41,42.45454545,3792.265872
1,12,2022,1/12/2022,40,45.49090909,3661.539023
1,12,2022,1/12/2022,40,46.94339623,3496.353832
1,12,2022,1/12/2022,38,52.45454545,3856.462607
1,12,2022,1/12/2022,37,55.41818182,4242.407943
1,12,2022,1/12/2022,37,52.49090909,4691.464899
1,12,2022,1/12/2022,35,62.64285714,5101.832904
1,12,2022,1/12/2022,36,58.89285714,4623.652113
1,12,2022,1/12/2022,34,68.69642857,4748.645738
1,12,2022,1/12/2022,38,56.81818182,4169.531064
1,12,2022,1/12/2022,43,47.375,3458.856535
1,12,2022,1/12/2022,46,42.96363636,3069.55233
1,12,2022,1/12/2022,48,40.53571429,3139.730909
1,12,2022,1/12/2022,50,38.5,3297.557511
1,12,2022,1/12/2022,51,36.49090909,3457.879942
1,12,2022,1/12/2022,52,36.39285714,3628.24698
1,12,2022,1/12/2022,53,36,3912.438631
1,12,2022,1/12/2022,52,37.5,3872.934016
1,12,2022,1/12/2022,50,40.83928571,3639.608175
1,12,2022,1/12/2022,49,45.39285714,3323.474095
1,12,2022,1/12/2022,47,47.85714286,2789.483871
1,12,2022,1/12/2022,46,49.57142857,2259.722621
1,12,2022,1/12/2022,45,51.64285714,1800.115226
1,12,2022,1/12/2022,43,54.39285714,1576.451659
1,13,2022,1/13/2022,41,60.78181818,3562.792148
1,13,2022,1/13/2022,40,64.01818182,3406.575045
1,13,2022,1/13/2022,41,63.1,3083.295249
1,13,2022,1/13/2022,40,64.05454545,3227.84459
1,13,2022,1/13/2022,39,66.94642857,3591.419214
1,13,2022,1/13/2022,39,69.94642857,3948.994376
1,13,2022,1/13/2022,39,69.05454545,4048.13528
1,13,2022,1/13/2022,39,70.35714286,3812.204041
1,13,2022,1/13/2022,40,70.27272727,3646.371814
1,13,2022,1/13/2022,43,66.06666667,3239.651988
1,13,2022,1/13/2022,47,55.91071429,2764.469506
1,13,2022,1/13/2022,51,50.35714286,3054.554269
1,13,2022,1/13/2022,54,48.16071429,3595.991006
1,13,2022,1/13/2022,55,47.43636364,3871.926368
1,13,2022,1/13/2022,57,43.44642857,4292.176771
1,13,2022,1/13/2022,57,41.41071429,4375.594488
1,13,2022,1/13/2022,57,41.69090909,4476.369326
1,13,2022,1/13/2022,56,42.35714286,4408.743131
1,13,2022,1/13/2022,54,46.53571429,3897.979911
1,13,2022,1/13/2022,53,51.875,3417.693877
1,13,2022,1/13/2022,52,55.78571429,2775.632901
1,13,2022,1/13/2022,50,62.46428571,2091.736055
1,13,2022,1/13/2022,48,68.51785714,1428.839722
1,13,2022,1/13/2022,46,72.07142857,848.3496455
1,14,2022,1/14/2022,45,74.35714286,2628.635374
1,14,2022,1/14/2022,44,75.32142857,2495.85692
1,14,2022,1/14/2022,43,77.19607843,2509.787739
1,14,2022,1/14/2022,42,79.23214286,2684.098557
1,14,2022,1/14/2022,41,81,3030.522476
1,14,2022,1/14/2022,40,82,3568.288715
1,14,2022,1/14/2022,40,82,3696.755108
1,14,2022,1/14/2022,39,82.09090909,3672.384958
1,14,2022,1/14/2022,39,80.83928571,3681.445701
1,14,2022,1/14/2022,41,77.30357143,3488.315365
1,14,2022,1/14/2022,44,69.23636364,3132.263009
1,14,2022,1/14/2022,46,63.19642857,2936.972384
1,14,2022,1/14/2022,49,59.05454545,3072.074947
1,14,2022,1/14/2022,51,54.73214286,3239.311559
1,14,2022,1/14/2022,52,50.07142857,3392.255777
1,14,2022,1/14/2022,52,49.78571429,3464.155651
1,14,2022,1/14/2022,52,50.17857143,3586.607926
1,14,2022,1/14/2022,51,53.16666667,3599.140735
1,14,2022,1/14/2022,50,54.95348837,3415.474045
1,14,2022,1/14/2022,48,57.30357143,3077.800385
1,14,2022,1/14/2022,47,59.78571429,2632.244256
1,14,2022,1/14/2022,46,62.625,2152.142878
1,14,2022,1/14/2022,45,66.58928571,1725.97966
1,14,2022,1/14/2022,44,68.45454545,1316.180391
1,15,2022,1/15/2022,42,72.24074074,2088.475897
1,15,2022,1/15/2022,42,73.14814815,2000.644512
1,15,2022,1/15/2022,41,74.85185185,2140.459109
1,15,2022,1/15/2022,42,75.92727273,1911.088152
1,15,2022,1/15/2022,43,73.17857143,1707.88573
1,15,2022,1/15/2022,42,74.17857143,2011.71721
1,15,2022,1/15/2022,41,73.87272727,2236.933125
1,15,2022,1/15/2022,42,72.55555556,1892.442764
1,15,2022,1/15/2022,42,71.10714286,1902.572163
1,15,2022,1/15/2022,43,70.41071429,1719.276715
1,15,2022,1/15/2022,43,68.10714286,1742.654407
1,15,2022,1/15/2022,44,67.70909091,1524.397132
1,15,2022,1/15/2022,44,66.51785714,1542.183136
1,15,2022,1/15/2022,45,65.78571429,1351.595174
1,15,2022,1/15/2022,45,65,1394.381452
1,15,2022,1/15/2022,45,65.10714286,1450.968859
1,15,2022,1/15/2022,45,65.875,1516.984731
1,15,2022,1/15/2022,44,66.66071429,1788.393789
1,15,2022,1/15/2022,44,67.23214286,1786.637069
1,15,2022,1/15/2022,44,68.14285714,1756.13469
1,15,2022,1/15/2022,43,69.79245283,1883.449345
1,15,2022,1/15/2022,42,76.55357143,1955.382011
1,15,2022,1/15/2022,41,82.47272727,2093.191908
1,15,2022,1/15/2022,40,87.85714286,2412.289415
1,16,2022,1/16/2022,39,89.66071429,2574.343833
1,16,2022,1/16/2022,38,90.53571429,2688.295338
1,16,2022,1/16/2022,38,90.96153846,2681.628925
1,16,2022,1/16/2022,37,91,2863.799963
1,16,2022,1/16/2022,36,91,3085.923433
1,16,2022,1/16/2022,36,91,3179.30895
1,16,2022,1/16/2022,35,90.65454545,3314.617572
1,16,2022,1/16/2022,35,91.10714286,3182.386284
1,16,2022,1/16/2022,35,91.08928571,3236.240173
1,16,2022,1/16/2022,35,91,3327.46273
1,16,2022,1/16/2022,34,91.68,3547.085415
1,16,2022,1/16/2022,34,92.9122807,3576.171692
1,16,2022,1/16/2022,34,92.40740741,3571.501385
1,16,2022,1/16/2022,33,92.98214286,3689.547757
1,16,2022,1/16/2022,33,93,3662.796178
1,16,2022,1/16/2022,33,93,3701.616517
1,16,2022,1/16/2022,33,93,3773.836381
1,16,2022,1/16/2022,34,93,3744.697133
1,16,2022,1/16/2022,34,93,3692.99453
1,16,2022,1/16/2022,34,93,3623.048065
1,16,2022,1/16/2022,34,93,3499.013883
1,16,2022,1/16/2022,35,92.69090909,3227.214944
1,16,2022,1/16/2022,36,91.23214286,3032.27783
1,16,2022,1/16/2022,35,89.85714286,3361.2946
1,17,2022,1/17/2022,35,86.77358491,4372.362988
1,17,2022,1/17/2022,35,84.16363636,4091.504712
1,17,2022,1/17/2022,34,83.71698113,4070.45975
1,17,2022,1/17/2022,33,79.98181818,4188.2575
1,17,2022,1/17/2022,33,79.85714286,4347.391862
1,17,2022,1/17/2022,34,79,4496.855684
1,17,2022,1/17/2022,34,79,4575.438707
1,17,2022,1/17/2022,34,78.71186441,4435.088587
1,17,2022,1/17/2022,34,78.625,4585.131157
1,17,2022,1/17/2022,34,79.2962963,4845.909236
1,17,2022,1/17/2022,35,80.5,4940.283251
1,17,2022,1/17/2022,35,82.44642857,5085.125577
1,17,2022,1/17/2022,35,79.98214286,5231.017356
1,17,2022,1/17/2022,36,79.33928571,5236.558282
1,17,2022,1/17/2022,36,79.81481481,5330.820759
1,17,2022,1/17/2022,36,79,5427.382487
1,17,2022,1/17/2022,36,77.75,5532.833095
1,17,2022,1/17/2022,36,75.30357143,5550.538219
1,17,2022,1/17/2022,36,75.48214286,5433.044522
1,17,2022,1/17/2022,36,75.98214286,5099.101257
1,17,2022,1/17/2022,36,76.71428571,4591.844797
1,17,2022,1/17/2022,36,75.98181818,3973.581509
1,17,2022,1/17/2022,36,76.53571429,3379.8458
1,17,2022,1/17/2022,35,74.23214286,3132.925026
1,18,2022,1/18/2022,35,71.35714286,4725.948793
1,18,2022,1/18/2022,34,73.1509434,4593.240792
1,18,2022,1/18/2022,34,74.53846154,4484.076854
1,18,2022,1/18/2022,33,75.60714286,4672.169657
1,18,2022,1/18/2022,32,77.07272727,5089.476932
1,18,2022,1/18/2022,31,79.76785714,5730.286502
1,18,2022,1/18/2022,31,81.23214286,5855.036301
1,18,2022,1/18/2022,31,81.46428571,5485.23685
1,18,2022,1/18/2022,32,81.76785714,5181.145775
1,18,2022,1/18/2022,35,77.66071429,4760.956733
1,18,2022,1/18/2022,39,69.90909091,4249.797235
1,18,2022,1/18/2022,42,60.75925926,3873.261991
1,18,2022,1/18/2022,45,53.66071429,3514.477438
1,18,2022,1/18/2022,48,49.05357143,3387.505395
1,18,2022,1/18/2022,51,44.05357143,3560.597058
1,18,2022,1/18/2022,52,40.30357143,3713.530954
1,18,2022,1/18/2022,53,38.89285714,4013.046458
1,18,2022,1/18/2022,53,40.5,4173.357083
1,18,2022,1/18/2022,51,45.375,3806.760504
1,18,2022,1/18/2022,49,48.94642857,3442.843563
1,18,2022,1/18/2022,48,52.45454545,2933.372323
1,18,2022,1/18/2022,46,55.69090909,2355.049168
1,18,2022,1/18/2022,45,58.10714286,1893.779175
1,18,2022,1/18/2022,44,60.23636364,1445.110107
1,19,2022,1/19/2022,44,60.23214286,3232.453435
1,19,2022,1/19/2022,43,61.35185185,3062.400117
1,19,2022,1/19/2022,43,63.31707317,2868.966058
1,19,2022,1/19/2022,43,61.82142857,2856.793284
1,19,2022,1/19/2022,41,66.73214286,3456.340668
1,19,2022,1/19/2022,39,72.66071429,4248.958789
1,19,2022,1/19/2022,38,74.51785714,4530.973378
1,19,2022,1/19/2022,37,78.27777778,4391.280432
1,19,2022,1/19/2022,41,72.60714286,3628.147458
1,19,2022,1/19/2022,43,68.51785714,3300.424767
1,19,2022,1/19/2022,48,63.27272727,2822.177206
1,19,2022,1/19/2022,53,53.23214286,3272.786037
1,19,2022,1/19/2022,57,50.21428571,4018.75352
1,19,2022,1/19/2022,59,42.55357143,4388.983673
1,19,2022,1/19/2022,61,34.05357143,4756.923131
1,19,2022,1/19/2022,61,32.09090909,4868.069865
1,19,2022,1/19/2022,60,32.41071429,4850.867005
1,19,2022,1/19/2022,59,36.80357143,4824.417944
1,19,2022,1/19/2022,58,41.96428571,4518.237239
1,19,2022,1/19/2022,57,41.91071429,4033.799572
1,19,2022,1/19/2022,56,40.78571429,3380.776505
1,19,2022,1/19/2022,55,42.625,2582.066746
1,19,2022,1/19/2022,54,45.44642857,1786.502809
1,19,2022,1/19/2022,53,48.42857143,971.0746891
1,20,2022,1/20/2022,53,50.46428571,2697.96196
1,20,2022,1/20/2022,53,51.46428571,2320.085848
1,20,2022,1/20/2022,51,64.94444444,1825.498324
1,20,2022,1/20/2022,50,85.76363636,1730.390955
1,20,2022,1/20/2022,49,89.88461538,1797.276188
1,20,2022,1/20/2022,51,91.51785714,2122.785205
1,20,2022,1/20/2022,51,92,2240.614186
1,20,2022,1/20/2022,50,92.58181818,2156.674554
1,20,2022,1/20/2022,51,93,2327.194534
1,20,2022,1/20/2022,51,93,2589.423992
1,20,2022,1/20/2022,46,93,2799.101014
1,20,2022,1/20/2022,44,92.875,3350.180008
1,20,2022,1/20/2022,41,92.05357143,3959.96479
1,20,2022,1/20/2022,40,92,4241.802484
1,20,2022,1/20/2022,39,92,4486.926313
1,20,2022,1/20/2022,38,91.86792453,4689.973769
1,20,2022,1/20/2022,38,89.89473684,4815.691457
1,20,2022,1/20/2022,38,87.73214286,4881.155302
1,20,2022,1/20/2022,37,86.61111111,4822.694472
1,20,2022,1/20/2022,36,86.05357143,4639.343442
1,20,2022,1/20/2022,35,86,4321.481364
1,20,2022,1/20/2022,34,86.03636364,3854.751889
1,20,2022,1/20/2022,33,86.16981132,3440.526227
1,20,2022,1/20/2022,32,87.35714286,3238.819991
1,21,2022,1/21/2022,31,90.03636364,4685.895386
1,21,2022,1/21/2022,31,91.66666667,4446.907304
1,21,2022,1/21/2022,31,92,4320.829444
1,21,2022,1/21/2022,30,92.57142857,4457.041057
1,21,2022,1/21/2022,30,92.2,4694.713639
1,21,2022,1/21/2022,30,91.81818182,5115.13106
1,21,2022,1/21/2022,30,90.96428571,5246.805964
1,21,2022,1/21/2022,30,90.2962963,5054.823768
1,21,2022,1/21/2022,31,91.25,5081.694187
1,21,2022,1/21/2022,31,92,5285.573727
1,21,2022,1/21/2022,32,92.89285714,5377.672612
1,21,2022,1/21/2022,33,93,5469.863938
1,21,2022,1/21/2022,34,93.03571429,5533.334877
1,21,2022,1/21/2022,36,92.28846154,5434.246718
1,21,2022,1/21/2022,36,89.62745098,5540.016055
1,21,2022,1/21/2022,37,87.84313725,5518.444086
1,21,2022,1/21/2022,37,86.92592593,5618.941063
1,21,2022,1/21/2022,37,86.03703704,5600.616786
1,21,2022,1/21/2022,35,87.05357143,5593.794241
1,21,2022,1/21/2022,34,88.80357143,5379.970085
1,21,2022,1/21/2022,33,89.44642857,5030.799865
1,21,2022,1/21/2022,33,90.09259259,4445.776419
1,21,2022,1/21/2022,32,90.08928571,3994.068142
1,21,2022,1/21/2022,32,89.98214286,3655.214956
1,22,2022,1/22/2022,32,90,4142.619201
1,22,2022,1/22/2022,32,90,4094.543359
1,22,2022,1/22/2022,33,89.44,3960.50975
1,22,2022,1/22/2022,33,88.96363636,4017.847845
1,22,2022,1/22/2022,33,88.09259259,4108.275756
